@relation Mood_sharing

@attribute usedName string
@attribute following numeric
@attribute follower numeric
@attribute numOfTweets numeric
@attribute mentionScore numeric
@attribute hashtagScore numeric
@attribute numOfArticleShared numeric
@attribute numOfArticleSharedDist numeric
@attribute numOfFavorities numeric
@attribute numOfList numeric
@attribute upbeat numeric
@attribute worried numeric
@attribute angry numeric
@attribute depress numeric
@attribute plugedIn numeric
@attribute personable numeric
@attribute distant numeric
@attribute spacy numeric
@attribute analytic numeric
@attribute sensory numeric
@attribute inTheMoment numeric
@attribute openness numeric
@attribute consciousness numeric
@attribute extraversion numeric
@attribute agreeableness numeric
@attribute neuroticism numeric
@attribute avglikes numeric
@attribute mood_indignant numeric
@attribute mood_disappointed numeric
@attribute mood_worried numeric
@attribute mood_amused numeric
@attribute mood_satisfied numeric
@data
paolabacchiddu,1626,7219,4432,0.027530364372469637,0.07773279352226721,4,0.03509,1555,1,13,21,16,54,48,7,61,33,9,12,39,0.24799999999999997,0.15773333333333334,0.1441666666666667,0.1405,0.12107142857142877,7.1113964421699585,0.46,0.03,0.04,0.05,0.42
valeriosaitta,374,199,2631,0.005780346820809248,0.05138086062941554,3,0.02586,23,0,14,89,23,47,48,19,69,35,10,16,45,0.23999999999999996,0.12605000000000022,0.16999999999999998,0.13549999999999998,0.11214285714285721,2.0420031055900623,0.53,0.06,0.07,0.05,0.3
LettieriErnesto,177,50,1680,0.0479836651352731,0.00408371618172537,17,0.11888,7,0,11,27,21,52,20,7,54,30,8,12,39,0.256,0.15413333333333296,0.14999999999999994,0.14050000000000004,0.0980357142857144,2.711039069501578,0.4,0.11,0.07,0.07,0.35
MarceZanellato,75,157,1179,0.06069364161849711,0.09826589595375723,3,0.03158,841,3,13,29,16,50,45,8,60,36,8,18,40,0.24400000000000013,0.15615,0.15833333333333335,0.14449999999999996,0.11678571428571445,5.476190476190475,0.16,0.14,0.01,0.22,0.47
amuglia,479,509,774,0.08641975308641975,0.05092592592592592,34,0.75556,17,2,17,33,74,47,40,12,65,32,22,14,26,0.23099999999999998,0.1781999999999997,0.16416666666666666,0.17700000000000002,0.14535714285714282,2.9726451069812776,0.44,0.15,0.09,0.07,0.26
conquistepromo,4813,5127,7131,0.02324797843665768,0.007412398921832884,2,0.00943,13,1,10,23,16,58,17,7,66,35,10,13,39,0.24800000000000008,0.13967499999999974,0.14083333333333334,0.1359999999999999,0.11607142857142858,2.428921568627451,0.65,0.05,0.12,0.11,0.07
DiNapoliSilvio,1976,1084,4225,0.012221423436376708,0.11610352264557872,3,0.01395,8,1,15,29,16,42,36,8,64,69,9,12,39,0.23399999999999987,0.13134999999999997,0.13944444444444443,0.12400000000000005,0.09392857142857142,1.4669236048783063,0.4,0.01,0,0.14,0.45
Foldtani,971,612,2044,0.026171637248934874,0.0012172854534388314,68,0.32075,14,0,9,19,20,52,15,6,55,41,8,10,40,0.2580000000000002,0.16867499999999971,0.16666666666666669,0.15216666666666664,0.10928571428571446,2.2309496484828575,0.53,0.08,0.07,0.06,0.27
Mauro64870,223,291,6436,0.006968641114982578,0.011149825783972125,26,0.22034,6896,?,21,42,16,38,37,14,57,54,8,17,40,0.23700000000000013,0.13820000000000013,0.15333333333333338,0.13400000000000006,0.09687500000000004,3.3989755499886023,0.47,0.06,0.06,0.09,0.32
PhobiaHomo,2153,3539,4353,0.006105006105006105,0.18315018315018314,25,0.14205,4457,1,14,68,16,43,57,9,70,31,10,10,38,0.2309999999999999,0.1185333333333335,0.13249999999999992,0.12750000000000003,0.12267857142857148,3.024364696799077,0.47,0.03,0.04,0.04,0.42
Zero81Na,1796,2979,8025,0.006067961165048544,0.051881067961165046,39,0.16596,321,2,10,45,21,49,21,6,49,51,8,13,37,0.24199999999999997,0.11390000000000002,0.12916666666666662,0.14999999999999997,0.11,1.6482141864299416,0.37,0.04,0.04,0.21,0.33
MarCCazzo,586,743,17000,0.0,0.02021563342318059,5,0.08475,3917,0,11,54,19,50,36,10,56,31,9,11,40,0.22500000000000003,0.11610000000000024,0.1391666666666667,0.15849999999999997,0.12250000000000012,4.266248391248391,0.39,0.08,0.04,0.05,0.44
MovAnonimo,89,84,1056,0.023346303501945526,0.2675845555222987,6,0.02778,1,?,11,34,21,51,89,7,41,3,8,11,42,0.26899999999999996,0.18364999999999998,0.1466666666666666,0.15800000000000003,0.10321428571428577,1.539787179239512,0.3,0.03,0.05,0.02,0.6
ElenaGalbusera,430,516,2726,0.04033214709371293,0.15776986951364175,5,0.03597,1131,2,11,32,16,49,52,8,52,36,9,15,39,0.23599999999999988,0.14203333333333326,0.1425000000000001,0.1269999999999999,0.10785714285714307,1.7443877551020408,0.05,0.1,0.23,0.13,0.49
katiaursillo,1839,1246,6105,0.03861003861003861,0.02702702702702703,14,0.13462,46,0,11,23,19,49,28,6,57,35,8,10,36,0.261,0.14170000000000005,0.15583333333333343,0.15850000000000014,0.1437500000000002,2.9404151555377926,0.44,0.08,0.08,0.06,0.35
OGiannino,989,147000,12300,0.01864035087719298,0.09539473684210527,10,0.04926,64,0,13,25,21,41,42,8,72,40,11,16,34,0.2469999999999999,0.12700000000000025,0.1475,0.09649999999999999,0.10714285714285712,1.6328440358517085,0.5,0.01,0.34,0.01,0.13
TConese,291,61,55,0.20754716981132076,0.05660377358490566,5,0.22727,5,8,20,60,20,42,72,21,75,40,11,10,39,0.20000000000000018,0.1764000000000001,0.12000000000000006,0.18299999999999994,0.11000000000000032,2.084834834834835,0.01,0,0.07,0.01,0.91
onoavvocato,49,49,2283,0.0,0.0,114,0.43846,2,0,11,22,20,51,14,7,44,69,9,17,38,0.252,0.13029999999999994,0.12916666666666668,0.127,0.09678571428571416,3.1090449633679405,0.45,0.06,0.09,0.09,0.31
CantoniPietro,166,167,2057,0.038876889848812095,0.13822894168466524,4,0.08696,178,0,12,25,19,45,59,7,72,30,8,11,38,0.2560000000000003,0.15190000000000017,0.13916666666666663,0.17600000000000005,0.13267857142857162,2.4297746052057296,0.12,0.04,0.11,0.21,0.52
stefanomaggi,625,4332,22100,0.032873376623376624,0.037337662337662336,8,0.04301,1482,1,51,30,30,31,56,40,69,47,49,31,41,0.289,0.19502999999999976,0.15833333333333346,0.1401666666666667,0.183214285714286,4.4,0.83,0.06,0.03,0.01,0.07
Marinamas,4951,8565,174000,0.06457242582897033,0.012216404886561954,45,1.02273,25200,10,15,21,31,54,42,6,57,29,8,18,35,0.22500000000000006,0.15339999999999976,0.17666666666666667,0.18450000000000003,0.11214285714285747,2.5380826987957037,0.43,0.15,0.05,0.11,0.25
LucianoCaveri,2855,2694,15600,0.0017411491584445734,0.11665699361578642,9,0.05921,363,0,13,26,29,47,42,9,58,42,12,15,41,0.25200000000000006,0.12733333333333338,0.14583333333333331,0.11500000000000009,0.10857142857142868,6.213357891015981,0.81,0.03,0.04,0.02,0.1
SandroBicci,1694,827,5072,0.03810408921933085,0.03531598513011153,42,0.51852,828,3,26,33,17,40,46,12,57,32,12,17,42,0.2320000000000001,0.14979999999999985,0.18250000000000016,0.17400000000000002,0.10392857142857151,1.6396080959211985,0.42,0.29,0.13,0.09,0.05
donzelli,1222,3633,16700,0.012732615083251714,0.02840352595494613,30,0.2459,2906,0,11,21,23,44,44,6,74,39,8,16,35,0.25799999999999995,0.12873333333333334,0.15333333333333335,0.14849999999999997,0.1205357142857142,2.7297324384287456,0.59,0.04,0.06,0.11,0.21
bigimauro,968,1372,21300,0.2692307692307692,0.08391608391608392,4,0.2,1036,4,18,25,16,41,72,7,72,25,8,26,37,0.20499999999999996,0.15459999999999982,0.16833333333333336,0.19450000000000006,0.11160714285714322,2.062378797672915,0.32,0.12,0.01,0.03,0.52
annamariaferret,2009,2033,5995,0.0681063122923588,0.1212624584717608,9,0.16071,320,?,10,24,20,47,50,6,66,52,8,11,35,0.22700000000000028,0.1577000000000001,0.17499999999999996,0.18649999999999994,0.11607142857142888,2.66532716151365,0.51,0.03,0.05,0.06,0.35
NoExpo2015,355,4347,20900,0.0856610800744879,0.12290502793296089,16,0.48485,150,?,11,38,24,48,68,10,55,37,11,14,37,0.2240000000000001,0.15492499999999992,0.16333333333333336,0.15649999999999994,0.11821428571428615,1.7820003781433162,0.39,0.08,0.05,0.25,0.23
LucaCominassi,1282,960,6194,0.07170172084130019,0.13193116634799235,20,0.21277,6381,2,25,27,23,40,51,17,60,31,18,22,39,0.2530000000000001,0.18429999999999938,0.19694444444444442,0.15050000000000002,0.1433928571428573,2.783001443001443,0.29,0.03,0.09,0.21,0.39
deangelistwins,132,78,285,0.03461538461538462,0.08351648351648351,10,0.08475,30,0,18,58,18,47,43,15,71,34,9,17,39,0.21800000000000005,0.12825000000000011,0.11333333333333333,0.13083333333333333,0.12178571428571416,2.934993726521353,0.64,0.06,0.09,0.05,0.17
shakesetoile,721,814,6456,0.006463195691202872,0.05529622980251347,9,0.04206,408,0,14,43,17,45,25,13,35,38,19,13,45,0.23700000000000007,0.13179999999999994,0.14583333333333343,0.14400000000000004,0.10160714285714281,1.3756319471267329,0.39,0.03,0.1,0.11,0.37
paloaltoscuola,191,194,987,0.03689064558629776,0.21805006587615283,3,0.02655,57,0,54,19,17,18,91,24,87,27,44,17,40,0.24799999999999997,0.13859999999999995,0.16166666666666657,0.16649999999999995,0.12035714285714305,2.4335568802781915,0.27,0.03,0.1,0.08,0.52
malanova,394,753,29200,0.002197802197802198,0.10172684458398744,68,0.26154,37,2,10,58,17,46,34,12,60,47,10,15,37,0.24499999999999975,0.12781666666666658,0.1683333333333334,0.1344999999999999,0.11553571428571424,1.8081011985247681,0.48,0.05,0.11,0.16,0.2
emerencszabo,465,452,1158,0.0091683038637852,0.03929273084479371,6,0.0531,1367,1,12,24,25,48,32,11,49,32,14,15,37,0.25000000000000006,0.1425999999999998,0.14750000000000005,0.13749999999999996,0.10910714285714282,2.4244815453794297,0.73,0.1,0.04,0.04,0.1
ilnardi,399,221,1303,0.005989911727616645,0.03783102143757881,3,0.01415,9,0,18,60,16,37,27,16,67,38,9,12,41,0.209,0.11029999999999995,0.14666666666666667,0.13183333333333322,0.07875000000000001,3.2095352564102564,0.51,0.01,0.12,0.1,0.26
sferriam,354,281,7711,0.03622047244094488,0.08188976377952756,3,0.03371,24,0,11,59,16,43,50,10,55,12,9,12,35,0.23999999999999994,0.1207583333333335,0.15750000000000003,0.13549999999999993,0.09741071428571435,2.318624365430279,0.2,0.04,0.1,0.21,0.45
jihan65,637,765,6276,0.05828386400431732,0.1181867242309768,14,0.08696,2153,11,30,22,25,39,52,19,58,44,27,18,32,0.22800000000000015,0.19597499999999954,0.1458333333333334,0.1295,0.15339285714285736,1.1945101588207885,0.09,0.16,0.4,0.03,0.31
GenSangiuliano,431,2651,15600,0.017793594306049824,0.0035587188612099642,52,0.2549,347,0,14,34,26,59,30,9,64,19,13,17,38,0.2510000000000003,0.1406499999999999,0.14999999999999986,0.13950000000000004,0.10982142857142849,4.1150397305540425,0.6,0.08,0.05,0.06,0.21
tonyrmc2,108,32,1548,0.0,0.004941321803582459,59,0.34104,269,0,15,49,16,41,28,10,56,58,8,22,37,0.23199999999999996,0.11885000000000019,0.15416666666666676,0.13699999999999998,0.10607142857142862,2.4353577142373717,0.34,0.11,0.07,0.1,0.38
fiammato,1004,317,11400,0.0032497678737233053,0.010677808727948004,38,0.1502,309,1,12,28,16,54,14,8,42,38,10,11,40,0.2370000000000001,0.14286666666666661,0.12416666666666666,0.14000000000000004,0.11428571428571428,2.5127749452435717,0.29,0.09,0.05,0.11,0.45
JacquelineRastr,890,496,4552,0.022321428571428572,0.05133928571428571,5,0.05376,1385,0,16,49,19,48,31,13,54,43,12,17,35,0.24700000000000003,0.1477,0.16083333333333344,0.14549999999999993,0.12535714285714303,5.7287878787878785,0.78,0.04,0.04,0.05,0.09
francopizzetti,13100,14100,33500,0.0010567101091933778,0.0021134202183867557,13,0.05078,299,0,15,19,16,41,14,7,56,26,9,17,33,0.23100000000000004,0.14898333333333305,0.14166666666666675,0.12816666666666665,0.10125000000000006,2.2975159249140606,0.39,0.11,0.05,0.07,0.38
filippo51174,516,648,8778,0.015329125338142471,0.1055004508566276,1,0.0099,4470,?,10,26,16,55,63,8,71,31,9,15,39,0.25800000000000006,0.13635000000000025,0.14333333333333328,0.14750000000000008,0.1225000000000001,5.716917922948074,0.47,0.03,0.05,0.07,0.38
SirFr,2805,3082,7060,0.04886561954624782,0.16404886561954624,11,0.08462,241,54,11,45,36,54,69,11,66,36,12,20,40,0.2570000000000001,0.15063333333333329,0.1633333333333334,0.13899999999999993,0.10214285714285715,2.3262072434607646,0.31,0.06,0.03,0.01,0.59
LaconicaMente,1996,1624,20000,0.07587253414264036,0.03945371775417299,14,0.31111,7231,0,14,50,18,53,42,13,55,31,8,13,39,0.24300000000000005,0.12213333333333357,0.12000000000000001,0.15849999999999997,0.13035714285714303,2.152267338072779,0.55,0.19,0.14,0.04,0.07
dmdarpizio,1265,1421,21500,0.0014914243102162564,0.020879940343027592,3,0.024,4395,1,11,26,23,60,31,8,49,38,9,12,40,0.24200000000000008,0.14063333333333336,0.14000000000000004,0.13850000000000004,0.12839285714285723,1.7834766584766584,0.66,0.14,0.06,0.04,0.09
SBracchi,496,330,663,0.019083969465648856,0.006870229007633588,43,0.43,629,1,16,36,16,44,21,10,50,62,8,15,37,0.247,0.14439999999999978,0.15833333333333338,0.14349999999999996,0.10785714285714297,2.2525742942094733,0.26,0.22,0.12,0.05,0.35
micheleserafin1,178,94,3203,0.004807692307692308,0.019230769230769232,3,0.02727,46,0,9,23,16,56,38,6,48,27,8,12,38,0.25100000000000017,0.1832,0.19916666666666663,0.17850000000000008,0.11250000000000045,4.474492679167737,0.45,0.08,0.09,0.21,0.17
MediterraneoAnt,1934,1054,1751,0.02686041391457508,0.013210039630118891,33,0.15566,93,0,10,19,19,44,29,6,68,33,8,19,34,0.26600000000000007,0.1739249999999996,0.1625,0.14966666666666664,0.13089285714285712,0.9904361889714026,0.12,0.01,0.03,0.01,0.83
DrTajna,1975,2632,1117,0.020097442143727162,0.09866017052375152,5,0.03289,252,?,24,45,18,36,47,14,68,39,8,12,35,0.2510000000000001,0.12735000000000002,0.14500000000000002,0.1275,0.11303571428571435,2.2459459459459463,0.05,0.05,0.07,0.12,0.71
worldwideRSS,3,679,320000,0.0,3.399048266485384E-4,42,0.16216,2,0,16,24,36,50,16,12,54,30,19,36,34,0.23700000000000002,0.20067499999999963,0.17666666666666656,0.132,0.1286607142857143,3.8551792734894827,0.35,0.14,0.09,0.1,0.31
FraVillanova,980,220,4747,0.04937722419928826,0.024466192170818506,12,0.06283,700,11,37,54,36,31,42,30,65,44,37,28,35,0.25000000000000006,0.19145833333333304,0.165,0.1688333333333334,0.14875000000000013,2.2423744500054945,0.3,0.14,0.11,0.09,0.35
robertobasso,953,2217,2668,0.09536082474226804,0.024484536082474227,3,0.02,164,3,19,49,16,40,59,11,78,25,10,24,41,0.25400000000000017,0.13999999999999996,0.1350000000000001,0.12800000000000003,0.1205357142857142,2.3970588235294117,0.42,0,0.05,0.05,0.48
BLNadeau,1198,5333,4637,0.0129366106080207,0.0517464424320828,2,0.01835,86,3,11,37,31,66,44,15,72,34,23,40,27,0.25500000000000006,0.1860749999999996,0.1833333333333333,0.13499999999999998,0.16125000000000034,4.699115044247788,0.79,0.02,0.05,0.05,0.09
giannichiodi,487,3367,12100,0.0019169329073482429,0.0038338658146964857,30,0.28571,690,0,19,37,16,43,33,9,57,42,9,21,38,0.25299999999999995,0.12980000000000008,0.16444444444444445,0.14300000000000002,0.09910714285714299,1.6112014865911297,0.51,0.07,0.11,0.04,0.26
sharpbeauty,2005,805,27300,0.0,5.817335660267597E-4,51,0.20988,588,5,11,25,17,64,14,9,36,6,9,17,42,0.2290000000000001,0.14553333333333335,0.1754166666666668,0.13199999999999995,0.115892857142857,2.290425593706348,0.32,0.11,0.1,0.09,0.38
vsBakunin,675,677,11900,0.03819918144611187,0.020463847203274217,4,0.08163,5905,?,12,45,16,62,44,11,56,34,9,30,38,0.23500000000000004,0.12290000000000027,0.15583333333333335,0.18050000000000005,0.10732142857142857,2.688144994840041,0.67,0.09,0.09,0.08,0.07
pottolina,1489,7266,5030,0.02405898331393093,0.045013581684128834,114,0.68675,629,7,11,34,18,49,28,9,37,34,11,71,35,0.23199999999999993,0.12873333333333342,0.15166666666666673,0.118,0.09946428571428564,1.991518435282712,0.31,0.13,0.1,0.17,0.29
GGJoS,1468,709,7340,0.015337423312883436,0.07975460122699386,25,0.42373,3207,0,12,50,18,50,38,9,50,41,9,21,38,0.22699999999999998,0.147,0.16333333333333344,0.16449999999999998,0.10125000000000027,1.6083470592562017,0.37,0.2,0.04,0.05,0.34
mauneobux,2083,50100,212000,0.0,0.09776733254994124,47,0.20172,9234,2,11,24,16,47,36,9,58,86,9,12,37,0.22699999999999998,0.16367499999999943,0.18583333333333327,0.1365,0.1201785714285714,3.0758073655399336,0.43,0.2,0.06,0.05,0.25
marcmaggioni,987,901,1969,0.01958762886597938,0.0711340206185567,3,0.02326,350,?,13,38,16,60,35,8,48,50,8,12,36,0.261,0.11790000000000007,0.12750000000000009,0.12900000000000003,0.08125000000000014,2.917640755279052,0.35,0.06,0.07,0.06,0.46
andreaconfente,35,7,281,0.0013181019332161687,0.07644991212653779,128,0.87671,10,1,12,43,21,45,31,10,61,36,10,11,41,0.24300000000000005,0.13825000000000012,0.13083333333333338,0.13133333333333336,0.0944642857142857,3.2687438045780843,0.5,0.08,0.08,0.05,0.28
lucnervi,941,1001,1375,0.008820286659316428,0.011025358324145534,39,0.27273,1528,?,14,32,22,52,23,6,61,34,10,13,35,0.2679999999999999,0.13728333333333353,0.14416666666666664,0.14100000000000001,0.09357142857142858,3.199584885493237,0.4,0.15,0.12,0.06,0.27
massimobitonci,784,5609,9508,0.003110419906687403,0.08190772420943494,21,0.09722,14,0,11,36,19,49,34,9,64,29,11,14,40,0.2450000000000001,0.1254,0.1291666666666668,0.14949999999999997,0.11160714285714281,6.521484070394794,0.5,0.01,0.05,0.04,0.41
LoreSebastiani,548,504,2447,0.01550712489522213,0.08088851634534787,3,0.01923,531,1,13,42,22,48,37,12,59,33,9,14,40,0.2169999999999998,0.1263000000000002,0.13333333333333333,0.1089999999999999,0.09499999999999992,5.6173913043478265,0.07,0.64,0.27,0.01,0.01
alfredbrevenge,492,197,613,0.01061320754716981,0.003537735849056604,10,0.06098,3,?,20,92,89,37,17,7,45,39,7,11,29,0.22299999999999998,0.14649999999999994,0.14333333333333337,0.12149999999999996,0.12660714285714306,3.0056462585034014,0.72,0.11,0.04,0.06,0.07
AlessioErcoli,136,142,12100,0.008032128514056224,0.07697456492637215,23,0.12366,69,0,11,21,21,50,28,6,51,47,9,10,38,0.2480000000000001,0.11709999999999988,0.15,0.16899999999999998,0.08214285714285711,2.713924811091274,0.47,0.05,0.05,0.04,0.38
Paoloromano82,2229,2110,3602,0.027425088877602845,0.15185373285931944,49,0.40833,659,3,11,29,16,54,68,6,57,33,9,11,43,0.2320000000000001,0.10853333333333344,0.11833333333333332,0.12199999999999993,0.11517857142857141,2.8375865885850855,0.41,0.16,0.1,0.06,0.28
giomax8,2555,2579,6374,0.006550218340611353,0.10611353711790393,6,0.03509,1288,1,17,19,21,41,34,8,53,43,9,12,40,0.24600000000000002,0.12010000000000011,0.12416666666666666,0.11449999999999996,0.09892857142857135,2.3848075032421208,0.51,0.03,0.08,0.09,0.29
AneIrazabal,1542,5092,7188,0.03558718861209965,0.12811387900355872,13,0.10569,400,1,19,32,20,41,42,9,61,32,11,18,36,0.21200000000000016,0.17089999999999983,0.1633333333333334,0.20199999999999996,0.13160714285714287,2.674716116559855,0.42,0.04,0.07,0.08,0.39
valesalvago,492,324,877,0.02730551262235961,0.09325090159711488,6,0.04255,40,0,12,25,19,47,40,8,57,46,8,10,42,0.2260000000000001,0.12000000000000002,0.10500000000000002,0.11249999999999993,0.10589285714285701,2.6671398398068904,0.3,0.13,0.08,0.09,0.41
CristianaChicca,1524,901,2511,0.10438413361169102,0.14961725817675714,6,0.06383,2003,0,14,25,18,43,67,8,69,39,10,17,36,0.25299999999999995,0.12050000000000018,0.13083333333333333,0.13549999999999998,0.1175,3.3339160839160837,0.33,0.2,0.04,0.06,0.38
Confibulgaria,692,311,532,0.07277486910994764,0.20785340314136125,8,0.05369,126,3,42,23,19,24,59,18,78,28,12,19,27,0.25600000000000017,0.18973333333333284,0.17583333333333329,0.13599999999999995,0.13839285714285723,0.6508937108664138,0.22,0,0.05,0.05,0.68
paolapica,1054,3786,3849,0.049893842887473464,0.054140127388535034,61,0.84722,415,0,13,23,16,50,42,8,64,30,10,13,38,0.22400000000000006,0.13585000000000025,0.15083333333333343,0.14749999999999996,0.13303571428571434,1.975631901573379,0.4,0.08,0.09,0.1,0.33
carloreggiani,1507,1450,5927,0.049058256679807274,0.09329829172141918,15,0.09091,651,36,20,32,16,38,46,11,64,32,10,20,32,0.23600000000000002,0.14624999999999985,0.14,0.09149999999999997,0.11178571428571436,2.06004887506722,0.33,0.03,0.19,0.05,0.4
smodest,212,204,4408,7.173601147776184E-4,0.005380200860832138,31,0.12863,76,1,12,28,23,50,14,8,47,99,10,13,43,0.22099999999999997,0.11750000000000006,0.1575,0.11099999999999993,0.09035714285714294,2.888498410418974,0.52,0.06,0.05,0.03,0.34
RobMancinelli,598,998,2327,0.03873598369011213,0.03363914373088685,4,0.03448,320,0,23,55,23,34,60,18,67,58,9,24,38,0.27700000000000014,0.1758999999999997,0.17666666666666667,0.15299999999999989,0.16517857142857148,1.6966661578329136,0.13,0.25,0.16,0.07,0.39
kunstbar,538,547,4552,0.04251700680272109,0.03741496598639456,7,0.05833,252,10,31,40,25,65,51,24,46,32,23,39,47,0.27299999999999996,0.17532499999999965,0.16944444444444454,0.12500000000000003,0.14107142857142854,2.9135721142082778,0.59,0.1,0.11,0.07,0.12
Milanodascoprir,182,175,1190,0.025286448044251283,0.0916633741604109,15,0.08152,?,?,10,19,16,49,53,5,58,16,7,22,38,0.2550000000000002,0.15894999999999984,0.14361111111111116,0.17500000000000004,0.1483928571428573,2.6332732302352806,0.36,0.09,0.07,0.05,0.44
gzibordi,217,615,652,0.02125215393452039,0.07696726019529006,3,0.0229,62,1,10,21,23,46,30,7,57,45,16,12,29,0.24700000000000005,0.1399999999999999,0.1424999999999999,0.16749999999999995,0.1266071428571429,4.110123121983642,0.53,0.06,0.11,0.05,0.24
lavoradio,877,1066,3255,0.014930325149303252,0.14034505640345057,35,0.15837,110,0,16,43,22,40,48,12,67,47,9,19,41,0.24600000000000002,0.13204999999999997,0.12500000000000003,0.10883333333333339,0.08071428571428568,1.1413225663225663,0.12,0.1,0.13,0.14,0.52
MaleInItaly1978,1395,1263,98100,0.08104196816208394,0.024602026049204053,42,0.7,45200,?,10,29,17,50,52,7,69,41,9,16,38,0.27600000000000013,0.16300000000000012,0.1708333333333333,0.15949999999999995,0.13053571428571467,2.4016371672612253,0.41,0.12,0.06,0.18,0.23
SalvaCostanzo,1290,1007,34500,0.0364963503649635,0.029197080291970802,3,0.02804,12900,1,16,41,22,39,34,10,59,34,9,30,38,0.2440000000000001,0.11460000000000008,0.12833333333333327,0.12499999999999994,0.10392857142857141,3.927536231884058,0.12,0.1,0.1,0.44,0.24
